0	43
0	45
0	44
0	48
0	7
0	5
0	49
0	9
0	4
0	2
0	1
0	6
43	0
43	1
43	2
43	4
43	5
43	6
43	7
43	8
43	9
43	45
43	48
43	44
43	49
45	0
45	1
45	2
45	3
45	4
45	5
45	6
45	7
45	9
45	21
45	42
45	43
45	44
45	48
45	49
44	0
44	2
44	4
44	5
44	6
44	7
44	8
44	9
44	41
44	43
44	45
44	48
44	47
44	46
48	0
48	1
48	2
48	3
48	4
48	5
48	6
48	7
48	8
48	9
48	40
48	41
48	42
48	43
48	44
48	45
48	46
48	47
48	49
7	0
7	2
7	3
7	4
7	5
7	6
7	47
7	41
7	44
7	45
7	8
7	48
7	9
7	42
7	43
7	46
7	49
7	60
5	0
5	1
5	2
5	3
5	4
5	41
5	46
5	8
5	47
5	48
5	7
5	45
5	44
5	9
5	40
5	42
5	43
5	49
49	0
49	1
49	3
49	4
49	5
49	6
49	7
49	8
49	9
49	40
49	41
49	42
49	43
49	45
49	46
49	48
9	0
9	1
9	4
9	5
9	6
9	7
9	49
9	45
9	48
9	43
9	44
9	42
9	40
4	0
4	1
4	2
4	3
4	41
4	5
4	46
4	8
4	47
4	7
4	48
4	49
4	44
4	9
4	40
4	43
4	45
2	0
2	7
2	45
2	43
2	4
2	47
2	3
2	48
2	44
2	5
2	41
2	6
2	42
2	60
1	0
1	42
1	49
1	9
1	46
1	48
1	5
1	45
1	43
1	4
1	40
6	0
6	2
6	3
6	45
6	48
6	9
6	43
6	7
6	49
6	44
6	60
42	1
42	2
42	5
42	7
42	9
42	40
42	49
42	45
42	48
42	46
42	47
46	1
46	3
46	4
46	5
46	7
46	8
46	40
46	41
46	42
46	44
46	47
46	48
46	49
40	1
40	3
40	4
40	5
40	9
40	42
40	49
40	46
40	48
40	41
47	2
47	3
47	4
47	5
47	7
47	8
47	41
47	42
47	44
47	46
47	48
3	2
3	4
3	41
3	46
3	47
3	5
3	8
3	7
3	48
3	49
3	45
3	6
3	40
41	2
41	3
41	4
41	5
41	7
41	8
41	40
41	46
41	47
41	44
41	48
41	49
60	2
60	6
60	7
60	21
60	22
60	24
60	25
60	26
60	27
60	28
60	29
60	38
60	68
60	69
60	63
60	66
60	62
60	64
60	65
60	67
60	78
8	3
8	4
8	5
8	7
8	41
8	46
8	47
8	48
8	44
8	49
8	43
10	19
10	17
10	11
10	50
10	52
10	18
10	54
10	12
10	53
10	51
10	13
10	15
10	16
10	55
10	56
10	57
10	58
10	59
19	10
19	11
19	12
19	13
19	14
19	15
19	16
19	17
19	18
19	52
19	50
19	53
19	54
19	51
19	55
19	56
19	57
19	58
19	59
17	10
17	11
17	12
17	13
17	14
17	16
17	54
17	52
17	19
17	50
17	18
17	53
17	51
17	55
17	56
17	59
11	10
11	50
11	54
11	17
11	52
11	19
11	18
11	12
11	53
11	14
11	13
11	15
11	51
11	55
11	56
11	57
11	59
50	10
50	11
50	12
50	14
50	15
50	16
50	17
50	18
50	19
50	52
50	54
50	53
50	56
50	57
50	58
50	59
52	10
52	11
52	12
52	13
52	14
52	15
52	16
52	17
52	18
52	19
52	50
52	51
52	54
52	53
52	55
52	57
52	58
18	10
18	11
18	12
18	13
18	15
18	16
18	17
18	52
18	53
18	19
18	51
18	50
18	57
18	54
54	10
54	11
54	12
54	13
54	14
54	15
54	16
54	17
54	18
54	19
54	50
54	52
54	56
54	55
54	57
54	59
12	10
12	11
12	50
12	53
12	18
12	19
12	52
12	17
12	58
12	51
12	16
12	54
12	57
12	59
53	10
53	11
53	12
53	13
53	14
53	17
53	18
53	19
53	50
53	51
53	52
53	58
51	10
51	11
51	12
51	13
51	14
51	17
51	18
51	19
51	52
51	53
51	55
51	56
13	10
13	11
13	51
13	14
13	19
13	17
13	52
13	53
13	18
13	54
15	10
15	11
15	14
15	19
15	52
15	18
15	57
15	50
15	54
15	16
15	58
16	10
16	12
16	14
16	15
16	19
16	50
16	57
16	52
16	17
16	18
16	54
16	58
55	10
55	11
55	14
55	17
55	19
55	51
55	52
55	54
55	56
55	59
56	10
56	11
56	14
56	17
56	19
56	50
56	51
56	54
56	55
56	59
57	10
57	11
57	12
57	15
57	16
57	18
57	19
57	50
57	52
57	54
57	58
58	10
58	12
58	14
58	15
58	16
58	19
58	50
58	52
58	53
58	57
59	10
59	11
59	12
59	14
59	17
59	19
59	50
59	54
59	55
59	56
14	11
14	13
14	54
14	19
14	56
14	50
14	17
14	51
14	55
14	52
14	53
14	15
14	16
14	58
14	59
20	69
20	68
20	23
20	65
20	66
20	28
20	25
20	29
20	62
