0	0
1	0
0	1
2	0
0	2
3	0
0	3
1	1
2	1
1	2
3	1
1	3
2	2
3	2
2	3
3	3
4	4
5	4
4	5
6	4
4	6
7	4
4	7
5	5
6	5
5	6
7	5
5	7
6	6
7	6
6	7
7	7
8	8
9	8
8	9
10	8
8	10
11	8
8	11
9	9
10	9
9	10
11	9
9	11
10	10
11	10
10	11
11	11
12	4
4	12
12	0
0	12
12	1
1	12
12	10
10	12
12	6
6	12
12	12
13	10
10	13
13	8
8	13
13	6
6	13
13	1
1	13
13	5
5	13
13	13
14	6
6	14
14	1
1	14
14	10
10	14
14	8
8	14
14	5
5	14
14	14
15	10
10	15
15	8
8	15
15	6
6	15
15	5
5	15
15	1
1	15
15	15
16	0
0	16
16	6
6	16
16	1
1	16
16	10
10	16
16	8
8	16
16	16
17	10
10	17
17	6
6	17
17	8
8	17
17	0
0	17
17	5
5	17
17	17
18	10
10	18
18	8
8	18
18	6
6	18
18	5
5	18
18	1
1	18
18	18
19	11
11	19
19	3
3	19
19	1
1	19
19	6
6	19
19	0
0	19
19	19
20	8
8	20
20	5
5	20
20	10
10	20
20	6
6	20
20	1
1	20
20	20
21	8
8	21
21	5
5	21
21	10
10	21
21	6
6	21
21	1
1	21
21	21
22	8
8	22
22	6
6	22
22	5
5	22
22	10
10	22
22	1
1	22
22	22
23	2
2	23
23	7
7	23
23	1
1	23
23	10
10	23
23	8
8	23
23	23
24	6
6	24
24	10
10	24
24	1
1	24
24	8
8	24
24	5
5	24
24	24
25	4
4	25
25	0
0	25
25	3
3	25
25	11
11	25
25	1
1	25
25	25
26	8
8	26
26	5
5	26
26	10
10	26
26	6
6	26
26	1
1	26
26	26
